object_type,schema_name,object_name,relkind,grantee,privilege_type,is_grantable
relation,realtime,messages,p,service_role,UPDATE,NO
relation,realtime,messages_2026_01_13,r,postgres,DELETE,NO
relation,realtime,messages_2026_01_13,r,postgres,INSERT,NO
relation,realtime,messages_2026_01_13,r,postgres,REFERENCES,NO
relation,realtime,messages_2026_01_13,r,postgres,SELECT,NO
relation,realtime,messages_2026_01_13,r,postgres,TRIGGER,NO
relation,realtime,messages_2026_01_13,r,postgres,TRUNCATE,NO
relation,realtime,messages_2026_01_13,r,postgres,UPDATE,NO
relation,realtime,messages_2026_01_14,r,postgres,DELETE,NO
relation,realtime,messages_2026_01_14,r,postgres,INSERT,NO
relation,realtime,messages_2026_01_14,r,postgres,REFERENCES,NO
relation,realtime,messages_2026_01_14,r,postgres,SELECT,NO
relation,realtime,messages_2026_01_14,r,postgres,TRIGGER,NO
relation,realtime,messages_2026_01_14,r,postgres,TRUNCATE,NO
relation,realtime,messages_2026_01_14,r,postgres,UPDATE,NO
relation,realtime,messages_2026_01_15,r,postgres,DELETE,NO
relation,realtime,messages_2026_01_15,r,postgres,INSERT,NO
relation,realtime,messages_2026_01_15,r,postgres,REFERENCES,NO
relation,realtime,messages_2026_01_15,r,postgres,SELECT,NO
relation,realtime,messages_2026_01_15,r,postgres,TRIGGER,NO
relation,realtime,messages_2026_01_15,r,postgres,TRUNCATE,NO
relation,realtime,messages_2026_01_15,r,postgres,UPDATE,NO
relation,realtime,messages_2026_01_16,r,postgres,DELETE,NO
relation,realtime,messages_2026_01_16,r,postgres,INSERT,NO
relation,realtime,messages_2026_01_16,r,postgres,REFERENCES,NO
relation,realtime,messages_2026_01_16,r,postgres,SELECT,NO
relation,realtime,messages_2026_01_16,r,postgres,TRIGGER,NO
relation,realtime,messages_2026_01_16,r,postgres,TRUNCATE,NO
relation,realtime,messages_2026_01_16,r,postgres,UPDATE,NO
relation,realtime,messages_2026_01_17,r,postgres,DELETE,NO
relation,realtime,messages_2026_01_17,r,postgres,INSERT,NO
relation,realtime,messages_2026_01_17,r,postgres,REFERENCES,NO
relation,realtime,messages_2026_01_17,r,postgres,SELECT,NO
relation,realtime,messages_2026_01_17,r,postgres,TRIGGER,NO
relation,realtime,messages_2026_01_17,r,postgres,TRUNCATE,NO
relation,realtime,messages_2026_01_17,r,postgres,UPDATE,NO
relation,realtime,messages_2026_01_18,r,postgres,DELETE,NO
relation,realtime,messages_2026_01_18,r,postgres,INSERT,NO
relation,realtime,messages_2026_01_18,r,postgres,REFERENCES,NO
relation,realtime,messages_2026_01_18,r,postgres,SELECT,NO
relation,realtime,messages_2026_01_18,r,postgres,TRIGGER,NO
relation,realtime,messages_2026_01_18,r,postgres,TRUNCATE,NO
relation,realtime,messages_2026_01_18,r,postgres,UPDATE,NO
relation,realtime,messages_2026_01_19,r,postgres,DELETE,NO
relation,realtime,messages_2026_01_19,r,postgres,INSERT,NO
relation,realtime,messages_2026_01_19,r,postgres,REFERENCES,NO
relation,realtime,messages_2026_01_19,r,postgres,SELECT,NO
relation,realtime,messages_2026_01_19,r,postgres,TRIGGER,NO
relation,realtime,messages_2026_01_19,r,postgres,TRUNCATE,NO
relation,realtime,messages_2026_01_19,r,postgres,UPDATE,NO
relation,realtime,schema_migrations,r,anon,SELECT,NO
relation,realtime,schema_migrations,r,authenticated,SELECT,NO
relation,realtime,schema_migrations,r,postgres,DELETE,NO
relation,realtime,schema_migrations,r,postgres,INSERT,NO
relation,realtime,schema_migrations,r,postgres,REFERENCES,NO
relation,realtime,schema_migrations,r,postgres,SELECT,NO
relation,realtime,schema_migrations,r,postgres,TRIGGER,NO
relation,realtime,schema_migrations,r,postgres,TRUNCATE,NO
relation,realtime,schema_migrations,r,postgres,UPDATE,NO
relation,realtime,schema_migrations,r,service_role,SELECT,NO
relation,realtime,subscription,r,anon,SELECT,NO
relation,realtime,subscription,r,authenticated,SELECT,NO
relation,realtime,subscription,r,postgres,DELETE,NO
relation,realtime,subscription,r,postgres,INSERT,NO
relation,realtime,subscription,r,postgres,REFERENCES,NO
relation,realtime,subscription,r,postgres,SELECT,NO
relation,realtime,subscription,r,postgres,TRIGGER,NO
relation,realtime,subscription,r,postgres,TRUNCATE,NO
relation,realtime,subscription,r,postgres,UPDATE,NO
relation,realtime,subscription,r,service_role,SELECT,NO
relation,storage,buckets,r,anon,DELETE,NO
relation,storage,buckets,r,anon,INSERT,NO
relation,storage,buckets,r,anon,REFERENCES,NO
relation,storage,buckets,r,anon,SELECT,NO
relation,storage,buckets,r,anon,TRIGGER,NO
relation,storage,buckets,r,anon,TRUNCATE,NO
relation,storage,buckets,r,anon,UPDATE,NO
relation,storage,buckets,r,authenticated,DELETE,NO
relation,storage,buckets,r,authenticated,INSERT,NO
relation,storage,buckets,r,authenticated,REFERENCES,NO
relation,storage,buckets,r,authenticated,SELECT,NO
relation,storage,buckets,r,authenticated,TRIGGER,NO
relation,storage,buckets,r,authenticated,TRUNCATE,NO
relation,storage,buckets,r,authenticated,UPDATE,NO
relation,storage,buckets,r,postgres,DELETE,YES
relation,storage,buckets,r,postgres,INSERT,YES
relation,storage,buckets,r,postgres,REFERENCES,YES
relation,storage,buckets,r,postgres,SELECT,YES
relation,storage,buckets,r,postgres,TRIGGER,YES
relation,storage,buckets,r,postgres,TRUNCATE,YES
relation,storage,buckets,r,postgres,UPDATE,YES
relation,storage,buckets,r,service_role,DELETE,NO
relation,storage,buckets,r,service_role,INSERT,NO
relation,storage,buckets,r,service_role,REFERENCES,NO
relation,storage,buckets,r,service_role,SELECT,NO
relation,storage,buckets,r,service_role,TRIGGER,NO
relation,storage,buckets,r,service_role,TRUNCATE,NO
relation,storage,buckets,r,service_role,UPDATE,NO
relation,storage,buckets_analytics,r,anon,DELETE,NO
relation,storage,buckets_analytics,r,anon,INSERT,NO
relation,storage,buckets_analytics,r,anon,REFERENCES,NO
relation,storage,buckets_analytics,r,anon,SELECT,NO
relation,storage,buckets_analytics,r,anon,TRIGGER,NO
relation,storage,buckets_analytics,r,anon,TRUNCATE,NO
relation,storage,buckets_analytics,r,anon,UPDATE,NO
relation,storage,buckets_analytics,r,authenticated,DELETE,NO
relation,storage,buckets_analytics,r,authenticated,INSERT,NO
relation,storage,buckets_analytics,r,authenticated,REFERENCES,NO
relation,storage,buckets_analytics,r,authenticated,SELECT,NO
relation,storage,buckets_analytics,r,authenticated,TRIGGER,NO
relation,storage,buckets_analytics,r,authenticated,TRUNCATE,NO
relation,storage,buckets_analytics,r,authenticated,UPDATE,NO
relation,storage,buckets_analytics,r,service_role,DELETE,NO
relation,storage,buckets_analytics,r,service_role,INSERT,NO
relation,storage,buckets_analytics,r,service_role,REFERENCES,NO
relation,storage,buckets_analytics,r,service_role,SELECT,NO
relation,storage,buckets_analytics,r,service_role,TRIGGER,NO
relation,storage,buckets_analytics,r,service_role,TRUNCATE,NO
relation,storage,buckets_analytics,r,service_role,UPDATE,NO
relation,storage,buckets_vectors,r,anon,SELECT,NO
relation,storage,buckets_vectors,r,authenticated,SELECT,NO
relation,storage,buckets_vectors,r,service_role,SELECT,NO
relation,storage,iceberg_namespaces,r,anon,SELECT,NO
relation,storage,iceberg_namespaces,r,authenticated,SELECT,NO
relation,storage,iceberg_namespaces,r,service_role,DELETE,NO
relation,storage,iceberg_namespaces,r,service_role,INSERT,NO
relation,storage,iceberg_namespaces,r,service_role,REFERENCES,NO
relation,storage,iceberg_namespaces,r,service_role,SELECT,NO
relation,storage,iceberg_namespaces,r,service_role,TRIGGER,NO
relation,storage,iceberg_namespaces,r,service_role,TRUNCATE,NO
relation,storage,iceberg_namespaces,r,service_role,UPDATE,NO
relation,storage,iceberg_tables,r,anon,SELECT,NO
relation,storage,iceberg_tables,r,authenticated,SELECT,NO
relation,storage,iceberg_tables,r,service_role,DELETE,NO
relation,storage,iceberg_tables,r,service_role,INSERT,NO
relation,storage,iceberg_tables,r,service_role,REFERENCES,NO
relation,storage,iceberg_tables,r,service_role,SELECT,NO
relation,storage,iceberg_tables,r,service_role,TRIGGER,NO
relation,storage,iceberg_tables,r,service_role,TRUNCATE,NO
relation,storage,iceberg_tables,r,service_role,UPDATE,NO
relation,storage,objects,r,anon,DELETE,NO
relation,storage,objects,r,anon,INSERT,NO
relation,storage,objects,r,anon,REFERENCES,NO
relation,storage,objects,r,anon,SELECT,NO
relation,storage,objects,r,anon,TRIGGER,NO
relation,storage,objects,r,anon,TRUNCATE,NO
relation,storage,objects,r,anon,UPDATE,NO
relation,storage,objects,r,authenticated,DELETE,NO
relation,storage,objects,r,authenticated,INSERT,NO
relation,storage,objects,r,authenticated,REFERENCES,NO
relation,storage,objects,r,authenticated,SELECT,NO
relation,storage,objects,r,authenticated,TRIGGER,NO
relation,storage,objects,r,authenticated,TRUNCATE,NO
relation,storage,objects,r,authenticated,UPDATE,NO
relation,storage,objects,r,postgres,DELETE,YES
relation,storage,objects,r,postgres,INSERT,YES
relation,storage,objects,r,postgres,REFERENCES,YES
relation,storage,objects,r,postgres,SELECT,YES
relation,storage,objects,r,postgres,TRIGGER,YES
relation,storage,objects,r,postgres,TRUNCATE,YES
relation,storage,objects,r,postgres,UPDATE,YES
relation,storage,objects,r,service_role,DELETE,NO
relation,storage,objects,r,service_role,INSERT,NO
relation,storage,objects,r,service_role,REFERENCES,NO
relation,storage,objects,r,service_role,SELECT,NO
relation,storage,objects,r,service_role,TRIGGER,NO
relation,storage,objects,r,service_role,TRUNCATE,NO
relation,storage,objects,r,service_role,UPDATE,NO
relation,storage,prefixes,r,anon,DELETE,NO
relation,storage,prefixes,r,anon,INSERT,NO
relation,storage,prefixes,r,anon,REFERENCES,NO
relation,storage,prefixes,r,anon,SELECT,NO
relation,storage,prefixes,r,anon,TRIGGER,NO
relation,storage,prefixes,r,anon,TRUNCATE,NO
relation,storage,prefixes,r,anon,UPDATE,NO
relation,storage,prefixes,r,authenticated,DELETE,NO
relation,storage,prefixes,r,authenticated,INSERT,NO
relation,storage,prefixes,r,authenticated,REFERENCES,NO
relation,storage,prefixes,r,authenticated,SELECT,NO
relation,storage,prefixes,r,authenticated,TRIGGER,NO
relation,storage,prefixes,r,authenticated,TRUNCATE,NO
relation,storage,prefixes,r,authenticated,UPDATE,NO
relation,storage,prefixes,r,service_role,DELETE,NO
relation,storage,prefixes,r,service_role,INSERT,NO
relation,storage,prefixes,r,service_role,REFERENCES,NO
relation,storage,prefixes,r,service_role,SELECT,NO
relation,storage,prefixes,r,service_role,TRIGGER,NO
relation,storage,prefixes,r,service_role,TRUNCATE,NO
relation,storage,prefixes,r,service_role,UPDATE,NO
relation,storage,s3_multipart_uploads,r,anon,SELECT,NO
relation,storage,s3_multipart_uploads,r,authenticated,SELECT,NO
relation,storage,s3_multipart_uploads,r,service_role,DELETE,NO
relation,storage,s3_multipart_uploads,r,service_role,INSERT,NO
relation,storage,s3_multipart_uploads,r,service_role,REFERENCES,NO
relation,storage,s3_multipart_uploads,r,service_role,SELECT,NO
relation,storage,s3_multipart_uploads,r,service_role,TRIGGER,NO
relation,storage,s3_multipart_uploads,r,service_role,TRUNCATE,NO
relation,storage,s3_multipart_uploads,r,service_role,UPDATE,NO
relation,storage,s3_multipart_uploads_parts,r,anon,SELECT,NO
relation,storage,s3_multipart_uploads_parts,r,authenticated,SELECT,NO
relation,storage,s3_multipart_uploads_parts,r,service_role,DELETE,NO
relation,storage,s3_multipart_uploads_parts,r,service_role,INSERT,NO
relation,storage,s3_multipart_uploads_parts,r,service_role,REFERENCES,NO
relation,storage,s3_multipart_uploads_parts,r,service_role,SELECT,NO
relation,storage,s3_multipart_uploads_parts,r,service_role,TRIGGER,NO
relation,storage,s3_multipart_uploads_parts,r,service_role,TRUNCATE,NO
relation,storage,s3_multipart_uploads_parts,r,service_role,UPDATE,NO
relation,storage,vector_indexes,r,anon,SELECT,NO
relation,storage,vector_indexes,r,authenticated,SELECT,NO
relation,storage,vector_indexes,r,service_role,SELECT,NO
relation,supabase_functions,hooks,r,anon,DELETE,NO
relation,supabase_functions,hooks,r,anon,INSERT,NO
relation,supabase_functions,hooks,r,anon,REFERENCES,NO
relation,supabase_functions,hooks,r,anon,SELECT,NO
relation,supabase_functions,hooks,r,anon,TRIGGER,NO
relation,supabase_functions,hooks,r,anon,TRUNCATE,NO
relation,supabase_functions,hooks,r,anon,UPDATE,NO
relation,supabase_functions,hooks,r,authenticated,DELETE,NO
relation,supabase_functions,hooks,r,authenticated,INSERT,NO
relation,supabase_functions,hooks,r,authenticated,REFERENCES,NO
relation,supabase_functions,hooks,r,authenticated,SELECT,NO
relation,supabase_functions,hooks,r,authenticated,TRIGGER,NO
relation,supabase_functions,hooks,r,authenticated,TRUNCATE,NO
relation,supabase_functions,hooks,r,authenticated,UPDATE,NO
relation,supabase_functions,hooks,r,postgres,DELETE,YES
relation,supabase_functions,hooks,r,postgres,INSERT,YES
relation,supabase_functions,hooks,r,postgres,REFERENCES,YES
relation,supabase_functions,hooks,r,postgres,SELECT,YES
relation,supabase_functions,hooks,r,postgres,TRIGGER,YES
relation,supabase_functions,hooks,r,postgres,TRUNCATE,YES
relation,supabase_functions,hooks,r,postgres,UPDATE,YES
relation,supabase_functions,hooks,r,service_role,DELETE,NO
relation,supabase_functions,hooks,r,service_role,INSERT,NO
relation,supabase_functions,hooks,r,service_role,REFERENCES,NO
relation,supabase_functions,hooks,r,service_role,SELECT,NO
relation,supabase_functions,hooks,r,service_role,TRIGGER,NO
relation,supabase_functions,hooks,r,service_role,TRUNCATE,NO
relation,supabase_functions,hooks,r,service_role,UPDATE,NO
relation,supabase_functions,migrations,r,anon,DELETE,NO
relation,supabase_functions,migrations,r,anon,INSERT,NO
relation,supabase_functions,migrations,r,anon,REFERENCES,NO
relation,supabase_functions,migrations,r,anon,SELECT,NO
relation,supabase_functions,migrations,r,anon,TRIGGER,NO
relation,supabase_functions,migrations,r,anon,TRUNCATE,NO
relation,supabase_functions,migrations,r,anon,UPDATE,NO
relation,supabase_functions,migrations,r,authenticated,DELETE,NO
relation,supabase_functions,migrations,r,authenticated,INSERT,NO
relation,supabase_functions,migrations,r,authenticated,REFERENCES,NO
relation,supabase_functions,migrations,r,authenticated,SELECT,NO
relation,supabase_functions,migrations,r,authenticated,TRIGGER,NO
relation,supabase_functions,migrations,r,authenticated,TRUNCATE,NO
relation,supabase_functions,migrations,r,authenticated,UPDATE,NO
relation,supabase_functions,migrations,r,postgres,DELETE,YES
relation,supabase_functions,migrations,r,postgres,INSERT,YES
relation,supabase_functions,migrations,r,postgres,REFERENCES,YES
relation,supabase_functions,migrations,r,postgres,SELECT,YES
relation,supabase_functions,migrations,r,postgres,TRIGGER,YES
relation,supabase_functions,migrations,r,postgres,TRUNCATE,YES
relation,supabase_functions,migrations,r,postgres,UPDATE,YES
relation,supabase_functions,migrations,r,service_role,DELETE,NO
relation,supabase_functions,migrations,r,service_role,INSERT,NO
relation,supabase_functions,migrations,r,service_role,REFERENCES,NO
relation,supabase_functions,migrations,r,service_role,SELECT,NO
relation,supabase_functions,migrations,r,service_role,TRIGGER,NO
relation,supabase_functions,migrations,r,service_role,TRUNCATE,NO
relation,supabase_functions,migrations,r,service_role,UPDATE,NO
relation,supabase_migrations,schema_migrations,r,postgres,DELETE,YES
relation,supabase_migrations,schema_migrations,r,postgres,INSERT,YES
relation,supabase_migrations,schema_migrations,r,postgres,REFERENCES,YES
relation,supabase_migrations,schema_migrations,r,postgres,SELECT,YES
relation,supabase_migrations,schema_migrations,r,postgres,TRIGGER,YES
relation,supabase_migrations,schema_migrations,r,postgres,TRUNCATE,YES
relation,supabase_migrations,schema_migrations,r,postgres,UPDATE,YES
relation,supabase_migrations,seed_files,r,postgres,DELETE,YES
relation,supabase_migrations,seed_files,r,postgres,INSERT,YES
relation,supabase_migrations,seed_files,r,postgres,REFERENCES,YES
relation,supabase_migrations,seed_files,r,postgres,SELECT,YES
relation,supabase_migrations,seed_files,r,postgres,TRIGGER,YES
relation,supabase_migrations,seed_files,r,postgres,TRUNCATE,YES
relation,supabase_migrations,seed_files,r,postgres,UPDATE,YES
relation,vault,decrypted_secrets,v,postgres,DELETE,YES
relation,vault,decrypted_secrets,v,postgres,REFERENCES,YES
relation,vault,decrypted_secrets,v,postgres,SELECT,YES
relation,vault,decrypted_secrets,v,postgres,TRUNCATE,YES
relation,vault,decrypted_secrets,v,service_role,DELETE,NO
relation,vault,decrypted_secrets,v,service_role,SELECT,NO
relation,vault,secrets,r,postgres,DELETE,YES
relation,vault,secrets,r,postgres,REFERENCES,YES
relation,vault,secrets,r,postgres,SELECT,YES
relation,vault,secrets,r,postgres,TRUNCATE,YES
relation,vault,secrets,r,service_role,DELETE,NO
relation,vault,secrets,r,service_role,SELECT,NO
schema,_realtime,,,postgres,CREATE,false
schema,_realtime,,,postgres,USAGE,false
schema,auth,,,anon,USAGE,false
schema,auth,,,authenticated,USAGE,false
schema,auth,,,postgres,USAGE,false
schema,auth,,,service_role,USAGE,false
schema,extensions,,,anon,USAGE,false
schema,extensions,,,authenticated,USAGE,false
schema,extensions,,,postgres,CREATE,false
schema,extensions,,,postgres,USAGE,false
schema,extensions,,,service_role,USAGE,false
schema,graphql,,,anon,USAGE,false
schema,graphql,,,authenticated,USAGE,false
schema,graphql,,,postgres,USAGE,true
schema,graphql,,,service_role,USAGE,false
schema,graphql_public,,,anon,USAGE,false
schema,graphql_public,,,authenticated,USAGE,false
schema,graphql_public,,,postgres,USAGE,true
schema,graphql_public,,,service_role,USAGE,false
schema,net,,,PUBLIC,USAGE,false
schema,net,,,anon,USAGE,false
schema,net,,,authenticated,USAGE,false
schema,net,,,postgres,USAGE,false
schema,net,,,service_role,USAGE,false
schema,public,,,PUBLIC,USAGE,false
schema,public,,,anon,USAGE,false
schema,public,,,authenticated,USAGE,false
schema,public,,,postgres,USAGE,false
schema,public,,,service_role,USAGE,false
schema,realtime,,,anon,USAGE,false
schema,realtime,,,authenticated,USAGE,false
schema,realtime,,,postgres,USAGE,false
schema,realtime,,,service_role,USAGE,false
schema,storage,,,anon,USAGE,false
schema,storage,,,authenticated,USAGE,false
schema,storage,,,postgres,USAGE,true
schema,storage,,,service_role,USAGE,false
schema,supabase_functions,,,anon,USAGE,false
schema,supabase_functions,,,authenticated,USAGE,false
schema,supabase_functions,,,postgres,USAGE,false
schema,supabase_functions,,,service_role,USAGE,false
schema,supabase_migrations,,,postgres,CREATE,false
schema,supabase_migrations,,,postgres,USAGE,false
schema,vault,,,postgres,USAGE,true
schema,vault,,,service_role,USAGE,false
sequence,auth,refresh_tokens_id_seq,S,postgres,SELECT,false
sequence,auth,refresh_tokens_id_seq,S,postgres,UPDATE,false
sequence,auth,refresh_tokens_id_seq,S,postgres,USAGE,false
sequence,graphql,seq_schema_version,S,anon,SELECT,false
sequence,graphql,seq_schema_version,S,anon,UPDATE,false
sequence,graphql,seq_schema_version,S,anon,USAGE,false
sequence,graphql,seq_schema_version,S,authenticated,SELECT,false
sequence,graphql,seq_schema_version,S,authenticated,UPDATE,false
sequence,graphql,seq_schema_version,S,authenticated,USAGE,false
sequence,graphql,seq_schema_version,S,postgres,SELECT,false
sequence,graphql,seq_schema_version,S,postgres,UPDATE,false
sequence,graphql,seq_schema_version,S,postgres,USAGE,false
sequence,graphql,seq_schema_version,S,service_role,SELECT,false
sequence,graphql,seq_schema_version,S,service_role,UPDATE,false
sequence,graphql,seq_schema_version,S,service_role,USAGE,false
sequence,net,http_request_queue_id_seq,S,PUBLIC,SELECT,false
sequence,net,http_request_queue_id_seq,S,PUBLIC,UPDATE,false
sequence,net,http_request_queue_id_seq,S,PUBLIC,USAGE,false
sequence,public,rate_limits_id_seq,S,anon,SELECT,false
sequence,public,rate_limits_id_seq,S,anon,USAGE,false
sequence,public,rate_limits_id_seq,S,authenticated,SELECT,false
sequence,public,rate_limits_id_seq,S,authenticated,USAGE,false
sequence,public,rate_limits_id_seq,S,postgres,SELECT,false
sequence,public,rate_limits_id_seq,S,postgres,UPDATE,false
sequence,public,rate_limits_id_seq,S,postgres,USAGE,false
sequence,public,rate_limits_id_seq,S,service_role,SELECT,false
sequence,public,rate_limits_id_seq,S,service_role,UPDATE,false
sequence,public,rate_limits_id_seq,S,service_role,USAGE,false
sequence,realtime,subscription_id_seq,S,anon,USAGE,false
sequence,realtime,subscription_id_seq,S,authenticated,USAGE,false
sequence,realtime,subscription_id_seq,S,postgres,SELECT,false
sequence,realtime,subscription_id_seq,S,postgres,UPDATE,false
sequence,realtime,subscription_id_seq,S,postgres,USAGE,false
sequence,realtime,subscription_id_seq,S,service_role,USAGE,false
sequence,supabase_functions,hooks_id_seq,S,anon,SELECT,false
sequence,supabase_functions,hooks_id_seq,S,anon,UPDATE,false
sequence,supabase_functions,hooks_id_seq,S,anon,USAGE,false
sequence,supabase_functions,hooks_id_seq,S,authenticated,SELECT,false
sequence,supabase_functions,hooks_id_seq,S,authenticated,UPDATE,false
sequence,supabase_functions,hooks_id_seq,S,authenticated,USAGE,false
sequence,supabase_functions,hooks_id_seq,S,postgres,SELECT,false
sequence,supabase_functions,hooks_id_seq,S,postgres,UPDATE,false
sequence,supabase_functions,hooks_id_seq,S,postgres,USAGE,false
sequence,supabase_functions,hooks_id_seq,S,service_role,SELECT,false
sequence,supabase_functions,hooks_id_seq,S,service_role,UPDATE,false
sequence,supabase_functions,hooks_id_seq,S,service_role,USAGE,false
